Timestamp,n-transactions
2021-09-08 00:00:00,270483
2021-09-09 00:00:00,274384
2021-09-10 00:00:00,261371
2021-09-11 00:00:00,218445
2021-09-12 00:00:00,192691
2021-09-13 00:00:00,255970
2021-09-14 00:00:00,268127
2021-09-15 00:00:00,268957
2021-09-16 00:00:00,271223
2021-09-17 00:00:00,271040
2021-09-18 00:00:00,227661
2021-09-19 00:00:00,200516
2021-09-20 00:00:00,270233
2021-09-21 00:00:00,244568
2021-09-22 00:00:00,275235
2021-09-23 00:00:00,268689
2021-09-24 00:00:00,277565
2021-09-25 00:00:00,212575
2021-09-26 00:00:00,195560
2021-09-27 00:00:00,255873
2021-09-28 00:00:00,262292
2021-09-29 00:00:00,241991
2021-09-30 00:00:00,293074
2021-10-01 00:00:00,277042
2021-10-02 00:00:00,259961
2021-10-03 00:00:00,218112
2021-10-04 00:00:00,268955
2021-10-05 00:00:00,312538
2021-10-06 00:00:00,267749
2021-10-07 00:00:00,325875
2021-10-08 00:00:00,280028
2021-10-09 00:00:00,246189
2021-10-10 00:00:00,211506
2021-10-11 00:00:00,280184
2021-10-12 00:00:00,274155
2021-10-13 00:00:00,288916
2021-10-14 00:00:00,282383
2021-10-15 00:00:00,297746
2021-10-16 00:00:00,270052
2021-10-17 00:00:00,215883
2021-10-18 00:00:00,285368
2021-10-19 00:00:00,312018
2021-10-20 00:00:00,291813
2021-10-21 00:00:00,320743
2021-10-22 00:00:00,287550
2021-10-23 00:00:00,223941
2021-10-24 00:00:00,211220
2021-10-25 00:00:00,284680
2021-10-26 00:00:00,294029
2021-10-27 00:00:00,292114
2021-10-28 00:00:00,295558
2021-10-29 00:00:00,305733
2021-10-30 00:00:00,252061
2021-10-31 00:00:00,217435
2021-11-01 00:00:00,293282
2021-11-02 00:00:00,297402
2021-11-03 00:00:00,288746
2021-11-04 00:00:00,289141
2021-11-05 00:00:00,285946
2021-11-06 00:00:00,236233
2021-11-07 00:00:00,226128
2021-11-07 23:00:00,285806
2021-11-08 23:00:00,335411
2021-11-09 23:00:00,301025
2021-11-10 23:00:00,293665
2021-11-11 23:00:00,282049
2021-11-12 23:00:00,238634
2021-11-13 23:00:00,224016
2021-11-14 23:00:00,288435
2021-11-15 23:00:00,301103
2021-11-16 23:00:00,290390
2021-11-17 23:00:00,293867
2021-11-18 23:00:00,284719
2021-11-19 23:00:00,249652
2021-11-20 23:00:00,222949
2021-11-21 23:00:00,279165
2021-11-22 23:00:00,283401
2021-11-23 23:00:00,298909
2021-11-24 23:00:00,287496
2021-11-25 23:00:00,292645
2021-11-26 23:00:00,240759
2021-11-27 23:00:00,213768
2021-11-28 23:00:00,301297
2021-11-29 23:00:00,293876
2021-11-30 23:00:00,288422
2021-12-01 23:00:00,313261
2021-12-02 23:00:00,290139
2021-12-03 23:00:00,253674
2021-12-04 23:00:00,215213
2021-12-05 23:00:00,284467
2021-12-06 23:00:00,288343
2021-12-07 23:00:00,266110
2021-12-08 23:00:00,282775
2021-12-09 23:00:00,271375
2021-12-10 23:00:00,225733
2021-12-11 23:00:00,214808
2021-12-12 23:00:00,278211
2021-12-13 23:00:00,278275
2021-12-14 23:00:00,281103
2021-12-15 23:00:00,256206
2021-12-16 23:00:00,263495
2021-12-17 23:00:00,239170
2021-12-18 23:00:00,206719
2021-12-19 23:00:00,266947
2021-12-20 23:00:00,304713
2021-12-21 23:00:00,288495
2021-12-22 23:00:00,291799
2021-12-23 23:00:00,260565
2021-12-24 23:00:00,207803
2021-12-25 23:00:00,198574
2021-12-26 23:00:00,249548
2021-12-27 23:00:00,265422
2021-12-28 23:00:00,276083
2021-12-29 23:00:00,245021
2021-12-30 23:00:00,269540
2021-12-31 23:00:00,186834
2022-01-01 23:00:00,196865
2022-01-02 23:00:00,234793
2022-01-03 23:00:00,274544
2022-01-04 23:00:00,272155
2022-01-05 23:00:00,264899
2022-01-06 23:00:00,255381
2022-01-07 23:00:00,223920
2022-01-08 23:00:00,210143
2022-01-09 23:00:00,266743
2022-01-10 23:00:00,277698
2022-01-11 23:00:00,271933
2022-01-12 23:00:00,274515
2022-01-13 23:00:00,270882
2022-01-14 23:00:00,234373
2022-01-15 23:00:00,216151
2022-01-16 23:00:00,258141
2022-01-17 23:00:00,265057
2022-01-18 23:00:00,270334
2022-01-19 23:00:00,271265
2022-01-20 23:00:00,272348
2022-01-21 23:00:00,250294
2022-01-22 23:00:00,203986
2022-01-23 23:00:00,270712
2022-01-24 23:00:00,265128
2022-01-25 23:00:00,261070
2022-01-26 23:00:00,255925
2022-01-27 23:00:00,264609
2022-01-28 23:00:00,231038
2022-01-29 23:00:00,207173
2022-01-30 23:00:00,263410
2022-01-31 23:00:00,272984
2022-02-01 23:00:00,278985
2022-02-02 23:00:00,265344
2022-02-03 23:00:00,247946
2022-02-04 23:00:00,258646
2022-02-05 23:00:00,219196
2022-02-06 23:00:00,262034
2022-02-07 23:00:00,276850
2022-02-08 23:00:00,265804
2022-02-09 23:00:00,260813
2022-02-10 23:00:00,258595
2022-02-11 23:00:00,228189
2022-02-12 23:00:00,208977
2022-02-13 23:00:00,247592
2022-02-14 23:00:00,273623
2022-02-15 23:00:00,266788
2022-02-16 23:00:00,255573
2022-02-17 23:00:00,261055
2022-02-18 23:00:00,220673
2022-02-19 23:00:00,200535
2022-02-20 23:00:00,237402
2022-02-21 23:00:00,260265
2022-02-22 23:00:00,251275
2022-02-23 23:00:00,254139
2022-02-24 23:00:00,260340
2022-02-25 23:00:00,220423
2022-02-26 23:00:00,211164
2022-02-27 23:00:00,270918
2022-02-28 23:00:00,280634
2022-03-01 23:00:00,288657
2022-03-02 23:00:00,268244
2022-03-03 23:00:00,262101
2022-03-04 23:00:00,225321
2022-03-05 23:00:00,207116
2022-03-06 23:00:00,255441
2022-03-07 23:00:00,255771
2022-03-08 23:00:00,272805
2022-03-09 23:00:00,261553
2022-03-10 23:00:00,252383
2022-03-11 23:00:00,225148
2022-03-12 23:00:00,208092
2022-03-14 00:00:00,259592
2022-03-15 00:00:00,263178
2022-03-16 00:00:00,276390
2022-03-17 00:00:00,278800
2022-03-18 00:00:00,261318
2022-03-19 00:00:00,242424
2022-03-20 00:00:00,210547
2022-03-21 00:00:00,259912
2022-03-22 00:00:00,264569
2022-03-23 00:00:00,264182
2022-03-24 00:00:00,262987
2022-03-25 00:00:00,290719
2022-03-26 00:00:00,231031
2022-03-27 00:00:00,218202
2022-03-28 00:00:00,293304
2022-03-29 00:00:00,286940
2022-03-30 00:00:00,272864
2022-03-31 00:00:00,279210
2022-04-01 00:00:00,284105
2022-04-02 00:00:00,254442
2022-04-03 00:00:00,225564
2022-04-04 00:00:00,275106
2022-04-05 00:00:00,273430
2022-04-06 00:00:00,273640
2022-04-07 00:00:00,269404
2022-04-08 00:00:00,266805
2022-04-09 00:00:00,232792
2022-04-10 00:00:00,216446
2022-04-11 00:00:00,276623
2022-04-12 00:00:00,278839
2022-04-13 00:00:00,276968
2022-04-14 00:00:00,265537
2022-04-15 00:00:00,254831
2022-04-16 00:00:00,225486
2022-04-17 00:00:00,207324
2022-04-18 00:00:00,246421
2022-04-19 00:00:00,273168
